iter	Passed	Remaining
1635	40995	9121
1636	41012	9094
1637	41033	9068
1638	41049	9041
1639	41066	9014
1640	41094	8990
1641	41111	8963
1642	41132	8937
1643	41149	8910
1644	41165	8883
1645	41188	8858
1646	41205	8831
1647	41223	8805
1648	41241	8778
1649	41258	8751
1650	41278	8725
1651	41296	8699
1652	41313	8672
1653	41332	8646
1654	41350	8619
1655	41367	8593
1656	41388	8567
1657	41405	8540
1658	41425	8514
1659	41443	8488
1660	41460	8461
1661	41481	8435
1662	41499	8409
1663	41521	8384
1664	41542	8358
1665	41560	8332
1666	41581	8306
1667	41599	8279
1668	41615	8253
1669	41636	8227
1670	41652	8200
1671	41669	8174
1672	41688	8148
1673	41705	8121
1674	41730	8097
1675	41754	8071
1676	41781	8047
1677	41803	8021
1678	41829	7997
1679	41848	7971
1680	41867	7945
1681	41900	7921
1682	41920	7895
1683	41939	7869
1684	41955	7843
1685	41975	7817
1686	41994	7791
1687	42012	7765
1688	42035	7740
1689	42052	7713
1690	42070	7687
1691	42091	7661
1692	42113	7636
1693	42140	7612
1694	42161	7586
1695	42187	7561
1696	42208	7536
1697	42233	7511
1698	42252	7485
1699	42276	7460
1700	42294	7434
1701	42311	7408
1702	42333	7382
1703	42350	7356
1704	42372	7331
1705	42389	7305
1706	42405	7278
1707	42425	7253
1708	42442	7226
1709	42458	7200
1710	42479	7175
1711	42496	7148
1712	42512	7122
1713	42535	7097
1714	42552	7071
1715	42573	7045
1716	42589	7019
1717	42606	6993
1718	42626	6968
1719	42645	6942
1720	42662	6916
1721	42682	6890
1722	42704	6865
1723	42726	6840
1724	42746	6814
1725	42768	6789
1726	42791	6764
1727	42812	6739
1728	42838	6714
1729	42859	6689
1730	42883	6664
1731	42904	6638
1732	42931	6614
1733	42954	6589
1734	42981	6564
1735	43005	6540
1736	43031	6515
1737	43054	6490
1738	43079	6465
1739	43099	6440
1740	43121	6414
1741	43144	6389
1742	43168	6365
1743	43189	6339
1744	43205	6313
1745	43225	6288
1746	43244	6262
1747	43263	6237
1748	43283	6211
1749	43301	6185
1750	43322	6160
1751	43340	6134
1752	43359	6109
1753	43381	6084
1754	43399	6058
1755	43421	6033
1756	43438	6007
1757	43454	5981
1758	43474	5956
1759	43491	5930
1760	43509	5905
1761	43530	5879
1762	43546	5853
1763	43567	5828
1764	43583	5802
1765	43600	5777
1766	43621	5751
1767	43638	5726
1768	43661	5701
1769	43685	5676
1770	43720	5653
1771	43742	5628
1772	43770	5604
1773	43793	5579
1774	43819	5554
1775	43841	5529
1776	43863	5504
1777	43883	5479
1778	43913	5455
1779	43930	5429
1780	43948	5404
1781	43970	5379
1782	43986	5353
1783	44004	5327
1784	44024	5302
1785	44040	5276
1786	44063	5252
1787	44083	5226
1788	44105	5201
1789	44127	5177
1790	44146	5151
1791	44173	5127
1792	44193	5102
1793	44217	5077
1794	44235	5051
1795	44256	5026
1796	44278	5001
1797	44297	4976
1798	44321	4952
1799	44339	4926
1800	44359	4901
1801	44378	4876
1802	44396	4850
1803	44420	4826
1804	44438	4800
1805	44457	4775
1806	44477	4750
1807	44494	4725
1808	44517	4700
1809	44533	4674
1810	44553	4649
1811	44572	4624
1812	44588	4599
1813	44609	4574
1814	44627	4548
1815	44643	4523
1816	44664	4498
1817	44682	4473
1818	44700	4447
1819	44720	4422
1820	44737	4397
1821	44762	4373
1822	44781	4347
1823	44802	4323
1824	44824	4298
1825	44843	4273
1826	44867	4248
1827	44886	4223
1828	44907	4198
1829	44925	4173
1830	44944	4148
1831	44966	4123
1832	44986	4098
1833	45010	4073
1834	45030	4049
1835	45051	4024
1836	45072	3999
1837	45092	3974
1838	45116	3949
1839	45132	3924
1840	45150	3899
1841	45167	3874
1842	45184	3849
1843	45204	3824
1844	45221	3799
1845	45238	3773
1846	45259	3749
1847	45276	3724
1848	45296	3699
1849	45317	3674
1850	45334	3649
1851	45354	3624
1852	45371	3599
1853	45389	3574
1854	45410	3549
1855	45430	3524
1856	45449	3499
1857	45467	3474
1858	45483	3449
1859	45504	3425
1860	45520	3399
1861	45538	3375
1862	45560	3350
1863	45579	3325
1864	45600	3300
1865	45622	3276
1866	45640	3251
1867	45662	3226
1868	45680	3201
1869	45702	3177
1870	45720	3152
1871	45739	3127
1872	45762	3102
1873	45780	3078
1874	45800	3053
1875	45820	3028
1876	45839	3003
1877	45861	2979
1878	45903	2955
1879	45941	2932
1880	45967	2908
1881	45992	2883
1882	46023	2859
1883	46045	2835
1884	46069	2810
1885	46094	2786
1886	46118	2761
1887	46138	2737
1888	46160	2712
1889	46178	2687
1890	46196	2662
1891	46214	2638
1892	46232	2613
1893	46253	2588
1894	46271	2563
1895	46291	2539
1896	46310	2514
1897	46330	2489
1898	46351	2465
1899	46368	2440
1900	46385	2415
1901	46407	2391
1902	46423	2366
1903	46444	2341
1904	46461	2316
1905	46477	2292
1906	46498	2267
1907	46516	2242
1908	46534	2218
1909	46555	2193
1910	46572	2168
1911	46592	2144
1912	46611	2119
1913	46628	2095
1914	46652	2070
1915	46669	2046
1916	46686	2021
1917	46706	1996
1918	46725	1972
1919	46748	1947
1920	46766	1923
1921	46787	1898
1922	46809	1874
1923	46827	1849
1924	46851	1825
1925	46873	1800
1926	46899	1776
1927	46919	1752
1928	46941	1727
1929	46963	1703
1930	46983	1678
1931	47006	1654
1932	47026	1629
1933	47050	1605
1934	47067	1581
1935	47084	1556
1936	47104	1532
1937	47121	1507
1938	47141	1483
1939	47161	1458
1940	47181	1434
1941	47205	1409
1942	47224	1385
1943	47245	1360
1944	47264	1336
1945	47281	1312
1946	47303	1287
1947	47321	1263
1948	47342	1238
1949	47360	1214
1950	47378	1189
1951	47399	1165
1952	47417	1141
1953	47437	1116
1954	47457	1092
1955	47473	1067
1956	47495	1043
1957	47512	1019
1958	47531	994
1959	47550	970
1960	47568	946
1961	47588	921
1962	47605	897
1963	47622	872
1964	47647	848
1965	47667	824
1966	47691	800
1967	47712	775
1968	47737	751
1969	47758	727
1970	47780	703
1971	47802	678
1972	47823	654
1973	47848	630
1974	47868	605
1975	47893	581
1976	47912	557
1977	47934	533
1978	47955	508
1979	47974	484
1980	47998	460
1981	48017	436
1982	48046	411
1983	48064	387
1984	48087	363
1985	48105	339
1986	48127	314
1987	48147	290
1988	48170	266
1989	48193	242
1990	48214	217
1991	48236	193
1992	48257	169
1993	48278	145
1994	48299	121
1995	48319	96
1996	48344	72
1997	48362	48
1998	48383	24
1999	48400	0
