iter	Logloss
1512	0.614600387
1513	0.6145932178
1514	0.614574591
1515	0.6145244314
1516	0.6145171781
1517	0.6145055186
1518	0.6145017585
1519	0.6144913756
1520	0.6144840661
1521	0.6144669508
1522	0.6144598365
1523	0.6144513858
1524	0.614415573
1525	0.6143889208
1526	0.6143786421
1527	0.6143448116
1528	0.6142238227
1529	0.6142159796
1530	0.6141507179
1531	0.6141323532
1532	0.6141260855
1533	0.6141194133
1534	0.6141135611
1535	0.6140883352
1536	0.6140357264
1537	0.6139956824
1538	0.6139617163
1539	0.6139536252
1540	0.6139457617
1541	0.6138993082
1542	0.6138888463
1543	0.6138768708
1544	0.6138645992
1545	0.6138580509
1546	0.6138455879
1547	0.6138358271
1548	0.6138198775
1549	0.6138136429
1550	0.6138063292
1551	0.613785085
1552	0.6137755359
1553	0.6137696971
1554	0.6137573553
1555	0.6137467922
1556	0.6137442366
1557	0.6137377933
1558	0.6137037117
1559	0.6136960236
1560	0.6136633619
1561	0.6136502559
1562	0.6136082372
1563	0.6136046203
1564	0.6135926969
1565	0.6135826877
1566	0.613568345
1567	0.6135596162
1568	0.6135476559
1569	0.613540445
1570	0.6135187526
1571	0.6135102531
1572	0.6135071642
1573	0.6134958712
1574	0.6134859833
1575	0.6134801286
1576	0.6134749899
1577	0.6134560675
1578	0.6134481552
1579	0.6134405324
1580	0.6134186269
1581	0.6134124152
1582	0.6134033002
1583	0.6133858624
1584	0.6133769882
1585	0.6133683449
1586	0.6133518025
1587	0.6133433047
1588	0.6133336871
1589	0.6133121975
1590	0.6133063681
1591	0.6133019568
1592	0.6132935345
1593	0.6132798736
1594	0.6132716174
1595	0.6132641468
1596	0.6132600545
1597	0.6132411593
1598	0.6132337625
1599	0.6132136218
1600	0.6132058283
1601	0.6131764927
1602	0.6131561372
1603	0.6131474696
1604	0.6131048074
1605	0.6130670277
1606	0.6130573772
1607	0.6130469366
1608	0.6130411061
1609	0.6130341722
1610	0.6130249492
1611	0.6130181995
1612	0.6129559683
1613	0.6129458606
1614	0.6129365929
1615	0.6128906706
1616	0.612867999
1617	0.6128180014
1618	0.6128118081
1619	0.6128065954
1620	0.6127959599
1621	0.6127894052
1622	0.6127700213
1623	0.6127508981
1624	0.6126978721
1625	0.6126514398
1626	0.6126420251
1627	0.6126273619
1628	0.6125801895
1629	0.6125716127
1630	0.6125538385
1631	0.6125396412
1632	0.612533128
1633	0.6125215531
1634	0.6125121405
1635	0.6124772624
1636	0.6124702049
1637	0.6124637033
1638	0.6124589585
1639	0.6124363791
1640	0.6124323852
1641	0.612424837
1642	0.6124184037
1643	0.6124043213
1644	0.6123985881
1645	0.6123520867
1646	0.6123406756
1647	0.612332203
1648	0.6123264812
1649	0.6123171
1650	0.6123086255
1651	0.6122913951
1652	0.6122865804
1653	0.6122769768
1654	0.6122525218
1655	0.6122390975
1656	0.6122316452
1657	0.6122240369
1658	0.6121747292
1659	0.612152244
1660	0.6121472922
1661	0.612133728
1662	0.6121283077
1663	0.6120829495
1664	0.6120771817
1665	0.6120584468
1666	0.6120285528
1667	0.6120170711
1668	0.6120100905
1669	0.61198967
1670	0.6119834711
1671	0.6119779617
1672	0.6119737625
1673	0.6119421266
1674	0.6119181823
1675	0.6119120323
1676	0.6118620341
1677	0.6118541475
1678	0.6118456778
1679	0.6118184903
1680	0.6118076588
1681	0.6117863271
1682	0.6117826499
1683	0.6117751775
1684	0.6117698461
1685	0.611762994
1686	0.6117141442
1687	0.6117050625
1688	0.6116657607
1689	0.6116601623
1690	0.6116235703
1691	0.6116021414
1692	0.6115886918
1693	0.6115784359
1694	0.6115542003
1695	0.6115432906
1696	0.6115376198
1697	0.6115294927
1698	0.611523249
1699	0.6114844734
1700	0.6114465963
1701	0.6114400526
1702	0.6114327378
1703	0.611411974
1704	0.6113860105
1705	0.6113512713
1706	0.6113453405
1707	0.6113411681
1708	0.6113139286
1709	0.6113086838
1710	0.6112858723
1711	0.6112774056
1712	0.6112687508
1713	0.6112363822
1714	0.6112235225
1715	0.6111784146
1716	0.6111711765
1717	0.6111612552
1718	0.6111341893
1719	0.6111274563
1720	0.6111145102
1721	0.6111060013
1722	0.6110722203
1723	0.6110646148
1724	0.6110588695
1725	0.6110504837
1726	0.6110429457
1727	0.6110354145
1728	0.6110293825
1729	0.6110229594
1730	0.6110180678
1731	0.6109777728
1732	0.6109456877
1733	0.610918039
1734	0.6109071557
1735	0.6108881575
1736	0.6108828891
1737	0.6108662586
1738	0.61086216
1739	0.6108567166
1740	0.6108481684
1741	0.6108275322
1742	0.6107878623
1743	0.6107696531
1744	0.6107611695
1745	0.6107562465
1746	0.6107404066
1747	0.6107184828
1748	0.6107109024
1749	0.6107031951
1750	0.6106979457
1751	0.6106462761
1752	0.6106116136
1753	0.6106072233
1754	0.6105980237
1755	0.6105918601
1756	0.6105815764
1757	0.6105740119
1758	0.6105671805
1759	0.6105530689
1760	0.6105490598
1761	0.6105292816
1762	0.6105230982
1763	0.6105168354
1764	0.6105087586
1765	0.6105025688
1766	0.6104929956
1767	0.610479658
1768	0.6104602136
1769	0.6104549281
1770	0.6104173835
1771	0.6103998789
1772	0.6103926825
1773	0.6103684274
1774	0.6103612535
1775	0.6103462535
1776	0.6103354669
1777	0.6103304
1778	0.6102945152
1779	0.6102888626
1780	0.610265186
1781	0.61025792
1782	0.6102467928
1783	0.6102377434
1784	0.6102256531
1785	0.6102194966
1786	0.6102102854
1787	0.6101680328
1788	0.6101495921
1789	0.6101236487
1790	0.6101143014
1791	0.6101122514
1792	0.6100978585
1793	0.6100911485
1794	0.6100622255
1795	0.6100559498
1796	0.6100457152
1797	0.6100395183
1798	0.610030141
1799	0.6100216866
1800	0.6100146589
1801	0.6099995528
1802	0.6099927496
1803	0.6099742685
1804	0.6099673379
1805	0.6099304504
1806	0.6099223458
1807	0.6099113541
1808	0.6098899055
1809	0.6098803079
1810	0.6098611515
1811	0.6098522648
1812	0.6098452211
1813	0.6098344991
1814	0.6098252195
1815	0.609817998
1816	0.6097760047
1817	0.6097673768
1818	0.6097323405
1819	0.6097125951
1820	0.6097061306
1821	0.6096890876
1822	0.6096852963
1823	0.6096641346
1824	0.6096521964
1825	0.6096470722
1826	0.6096294653
1827	0.6096065351
1828	0.6095481771
1829	0.6095385844
1830	0.6095182804
1831	0.6095084545
1832	0.6095035673
1833	0.6094984378
1834	0.6094909073
1835	0.6094871357
1836	0.6094697959
1837	0.60946214
1838	0.6094515284
1839	0.6094454069
1840	0.6094389583
1841	0.6094323447
1842	0.6094246852
1843	0.6094157759
1844	0.6094059025
1845	0.609389389
1846	0.6093797366
1847	0.6093743751
1848	0.6093656392
1849	0.6093465503
1850	0.6092751632
1851	0.6092708977
1852	0.6092665738
1853	0.6092594487
1854	0.6092481034
1855	0.6092385673
1856	0.6092014319
1857	0.6091974777
1858	0.6091933002
1859	0.6091840922
1860	0.6091787076
1861	0.6091579749
1862	0.6091420896
1863	0.6091217566
1864	0.6091013684
1865	0.6090539102
1866	0.6090453883
1867	0.6090372253
1868	0.6090338696
1869	0.6090175343
1870	0.6090025644
1871	0.6089948668
1872	0.6089875301
1873	0.608981763
1874	0.608966572
1875	0.6089503001
1876	0.6089402636
1877	0.6089344225
1878	0.6089286849
1879	0.6089099267
1880	0.6088604112
1881	0.608850355
1882	0.6088406449
1883	0.6088043527
1884	0.6087938954
1885	0.6087583144
1886	0.6087327044
1887	0.6086956687
1888	0.6086802804
1889	0.6086691444
1890	0.6086637358
1891	0.6086586055
1892	0.6086266868
1893	0.6086175581
1894	0.6085975353
1895	0.6085873702
1896	0.6085818587
1897	0.6085690178
1898	0.6085539733
1899	0.6085426173
1900	0.6085270321
1901	0.6085173565
1902	0.6085090824
1903	0.6085017254
1904	0.6084704107
1905	0.6084540008
1906	0.6084433734
1907	0.6084299585
1908	0.6084034917
1909	0.6083973823
1910	0.6083720744
1911	0.6083648841
1912	0.6083570352
1913	0.6083492541
1914	0.6082780806
1915	0.6082715367
1916	0.6082672921
1917	0.608252133
1918	0.6082334951
1919	0.6082252601
1920	0.6081934039
1921	0.6081886679
1922	0.6081567651
1923	0.6081455222
1924	0.60813993
1925	0.6080948733
1926	0.6080099576
1927	0.6080025798
1928	0.6079968062
1929	0.6079893293
1930	0.607956484
1931	0.6079476359
1932	0.607940226
1933	0.6079305123
1934	0.60792426
1935	0.6078899911
1936	0.6078805023
1937	0.6078715825
1938	0.6078615136
1939	0.6078431684
1940	0.6078318337
1941	0.6078239072
1942	0.6078147865
1943	0.6078070995
1944	0.6077982298
1945	0.6077913687
1946	0.6077776821
1947	0.6077726783
1948	0.6077622711
1949	0.6077553861
1950	0.6077431923
1951	0.6077342235
1952	0.6077061929
1953	0.6077004556
1954	0.6076792912
1955	0.6076570746
1956	0.6076445869
1957	0.6076277358
1958	0.6076186071
1959	0.6076097547
1960	0.6075982172
1961	0.6075915373
1962	0.607565019
1963	0.6075604857
1964	0.6075506545
1965	0.6075196958
1966	0.6075089294
1967	0.6074953008
1968	0.6074526067
1969	0.6074452161
1970	0.6074086196
1971	0.6073812758
1972	0.6073705878
1973	0.6073627046
1974	0.6073555224
1975	0.6073465479
1976	0.6073355688
1977	0.607322559
1978	0.6072956409
1979	0.6072511003
1980	0.6072263039
1981	0.6072073735
1982	0.6071745469
1983	0.6071697386
1984	0.607153865
1985	0.6071472
1986	0.6071385344
1987	0.6071341124
1988	0.6071138248
1989	0.6070970242
1990	0.6070453632
1991	0.6070313261
1992	0.607021511
1993	0.6070105467
1994	0.6070049898
1995	0.6069980515
1996	0.6068909081
1997	0.6068694312
1998	0.6068539574
1999	0.6068406827
