iter	Logloss
307	0.6474297781
308	0.6474007195
309	0.6473577009
310	0.6473047653
311	0.6472783552
312	0.6472003934
313	0.647171936
314	0.6471382452
315	0.6470863002
316	0.647029638
317	0.6470005735
318	0.6469735971
319	0.6467981553
320	0.6467463585
321	0.6467140206
322	0.6466660217
323	0.6466344606
324	0.646607045
325	0.6465425193
326	0.6464448311
327	0.646424237
328	0.6464047996
329	0.646274664
330	0.6462142659
331	0.6461927761
332	0.6461696754
333	0.6460044098
334	0.6459420873
335	0.6459227873
336	0.6459006596
337	0.6458784016
338	0.6458584294
339	0.645805387
340	0.6457796676
341	0.64566012
342	0.6456353399
343	0.6455509485
344	0.6455297581
345	0.6455031604
346	0.6454803579
347	0.6454574227
348	0.6454043214
349	0.6453575791
350	0.6453277763
351	0.6452566907
352	0.6451614677
353	0.6450344478
354	0.6449687731
355	0.644864284
356	0.6448450622
357	0.6448220654
358	0.6447959082
359	0.6447627638
360	0.6447399414
361	0.6446955506
362	0.644607824
363	0.6445678655
364	0.6444889834
365	0.6444486283
366	0.6444288277
367	0.6443635814
368	0.6443444055
369	0.6442907517
370	0.6442701733
371	0.6442416313
372	0.644124183
373	0.6440480263
374	0.6440209027
375	0.6439332188
376	0.643862556
377	0.6438298421
378	0.6437575812
379	0.6436966571
380	0.6436708185
381	0.6435663748
382	0.6435082959
383	0.6434881743
384	0.6434377895
385	0.6433911078
386	0.6433450148
387	0.6432622679
388	0.6431779344
389	0.6431564462
390	0.6430205613
391	0.6429946741
392	0.6428449666
393	0.6428221729
394	0.6427668226
395	0.6427515113
396	0.6427311521
397	0.6427136189
398	0.6426742292
399	0.6426514329
400	0.6426347082
401	0.6426167157
402	0.6425992067
403	0.6425136245
404	0.642485787
405	0.642465595
406	0.6424503374
407	0.6424299908
408	0.6423118858
409	0.6422517872
410	0.6422203891
411	0.6420965742
412	0.6420774987
413	0.6419566322
414	0.6418641401
415	0.6418326734
416	0.6417848876
417	0.641738446
418	0.6417161075
419	0.6416249956
420	0.641500027
421	0.6413466323
422	0.6413262181
423	0.6412587009
424	0.641231877
425	0.641214935
426	0.6411951672
427	0.6410857434
428	0.6410655405
429	0.6410519538
430	0.6410326226
431	0.6409395742
432	0.6408631316
433	0.640808883
434	0.6407843506
435	0.6407710527
436	0.6407458497
437	0.6407288967
438	0.6407123793
439	0.6406917223
440	0.6406730713
441	0.6406033698
442	0.6405884815
443	0.6405478771
444	0.6404633267
445	0.640409002
446	0.6403684352
447	0.6403467601
448	0.6403167613
449	0.6402952811
450	0.640224276
451	0.6402076255
452	0.6401480528
453	0.6401341295
454	0.64005925
455	0.6399099943
456	0.6398927552
457	0.6398697359
458	0.6398299333
459	0.6398124122
460	0.6397928237
461	0.639695181
462	0.6396726207
463	0.6396581498
464	0.6396450824
465	0.6395922213
466	0.6395611722
467	0.6393716853
468	0.6393080195
469	0.6392530523
470	0.639186041
471	0.6391692172
472	0.6391544813
473	0.6391315727
474	0.6391127182
475	0.6390898619
476	0.6390097773
477	0.6389950474
478	0.6389744255
479	0.6388968725
480	0.638864528
481	0.6387874831
482	0.638744659
483	0.638721494
484	0.6387064262
485	0.6386954124
486	0.6386751862
487	0.6386481586
488	0.6386326447
489	0.6386129035
490	0.6385336729
491	0.6384418809
492	0.6384023732
493	0.6383800162
494	0.6383412368
495	0.6383290579
496	0.6382868288
497	0.6382711667
498	0.6382295464
499	0.6381614294
500	0.6380703692
501	0.6380558154
502	0.6380455777
503	0.6380312606
504	0.6380125744
505	0.6379169309
506	0.6378677582
507	0.6378486443
508	0.6378095559
509	0.6377133245
510	0.6376975707
511	0.6376444634
512	0.6375758963
513	0.6375581366
514	0.6374757199
515	0.6374592913
516	0.6374197614
517	0.6374016166
518	0.6373823598
519	0.6373468238
520	0.6372926073
521	0.6372362847
522	0.6372227738
523	0.637210418
524	0.6371947567
525	0.6371759693
526	0.6370893124
527	0.6370205071
528	0.6369659094
529	0.6369403694
530	0.6368694566
531	0.6368268647
532	0.6367499935
533	0.6367317057
534	0.6367154624
535	0.6367008662
536	0.6366641168
537	0.6366092457
538	0.6365909432
539	0.6365483943
540	0.6365347308
541	0.6364657136
542	0.6364550888
543	0.6364101233
544	0.6363499687
545	0.6362635207
546	0.6362370519
547	0.6361362008
548	0.6361226683
549	0.6361077851
550	0.6360964951
551	0.6360670264
552	0.6360552704
553	0.6360415622
554	0.6359866825
555	0.6359730144
556	0.6359530081
557	0.6359368051
558	0.6359166966
559	0.6359015079
560	0.6358860523
561	0.6358245522
562	0.6357643421
563	0.6357514333
564	0.6357416657
565	0.635691608
566	0.6356495172
567	0.6356284754
568	0.6355645128
569	0.6354566808
570	0.6354442494
571	0.6354292816
572	0.6354176067
573	0.635368239
574	0.635280043
575	0.635210846
576	0.6351917687
577	0.6351833114
578	0.6351267707
579	0.6350954874
580	0.6350661239
581	0.6350279635
582	0.6350097029
583	0.6349969299
584	0.6349831599
585	0.6349682154
586	0.634951641
587	0.634939683
588	0.634928031
589	0.6348994864
590	0.6348835499
591	0.6348711393
592	0.6348549111
593	0.6348263788
594	0.6348148226
595	0.6347916186
596	0.6347811481
597	0.6347665723
598	0.6347529
599	0.6346883119
600	0.6346737296
601	0.6346075835
602	0.6345878508
603	0.6345600431
604	0.6345296457
605	0.6344786737
606	0.6344652494
607	0.6344474821
608	0.6343727723
609	0.6343524014
610	0.6343399587
611	0.6343228545
612	0.6342774377
613	0.6342568434
614	0.6342386855
615	0.6341987167
616	0.6341889877
617	0.6341746922
618	0.6341452884
619	0.6341315543
620	0.6341234935
621	0.6340988757
622	0.6340847879
623	0.634070857
624	0.6339993423
625	0.6339525086
626	0.6339381813
627	0.6338862191
628	0.6338770818
629	0.6338571764
630	0.6337793434
631	0.6337118233
632	0.6336377782
633	0.6335900029
634	0.6335478715
635	0.633540072
636	0.6334736373
637	0.6334160503
638	0.6334036426
639	0.6333909747
640	0.6333761276
641	0.6333083274
642	0.6332942825
643	0.6331966182
644	0.6331839753
645	0.6331121354
646	0.6330851311
647	0.6330595146
648	0.6330476091
649	0.6329852917
650	0.6329354873
651	0.6328613088
652	0.6328159041
653	0.6327606275
654	0.6327440173
655	0.6327358497
656	0.6327217107
657	0.6327109439
658	0.632699522
659	0.6326762488
660	0.6325956196
661	0.6325578003
662	0.6325185826
663	0.6324678619
664	0.632425965
665	0.6324127183
666	0.6324032865
667	0.6323820615
668	0.6323728746
669	0.6323578149
670	0.6323172671
671	0.632246813
672	0.6322084362
673	0.6321963829
674	0.6321841094
675	0.632134185
676	0.6321172423
677	0.6320911302
678	0.6320747343
679	0.6320628852
680	0.6319883455
681	0.6319187535
682	0.6319085812
683	0.6318258737
684	0.6317556859
685	0.6317442822
686	0.6316856842
687	0.6316751294
688	0.6316114777
689	0.6315992236
690	0.6315701683
691	0.6315158149
692	0.6315049822
693	0.6314443652
694	0.6314304604
695	0.6314156684
696	0.6313608381
697	0.6313309207
698	0.6312941168
699	0.6312842239
700	0.6312531026
701	0.6312418904
702	0.6312277002
703	0.6312180327
704	0.6311151172
705	0.6310960876
706	0.6310883735
707	0.6310571793
708	0.630967346
709	0.6309250711
710	0.6309060073
711	0.6308948658
712	0.6308832642
713	0.6308742381
714	0.6308585759
715	0.6308508801
716	0.6307894205
717	0.6307744765
718	0.6307032169
719	0.6306366774
720	0.6306217256
721	0.6306138796
722	0.6305950617
723	0.6305819806
724	0.6305525309
725	0.630540249
726	0.6304745344
727	0.6304125912
728	0.6303958217
729	0.630379627
730	0.6303157641
731	0.6303048713
732	0.6302908505
733	0.6302378188
734	0.6302229805
735	0.630213649
736	0.6302020792
737	0.6301829825
738	0.6301722205
739	0.6301523642
740	0.6301297841
741	0.6301073118
742	0.6300796213
743	0.630029697
744	0.6300207348
745	0.630003004
746	0.6299945689
747	0.6299339779
748	0.6298624161
749	0.629849749
750	0.6298131182
751	0.6297643636
752	0.6297254311
753	0.6297074023
754	0.6296465901
755	0.6296119658
756	0.6296033178
757	0.6295907064
758	0.6295564914
759	0.6294420401
760	0.6294153356
761	0.629404905
762	0.6293841212
763	0.6292611723
764	0.6292369592
765	0.6291339838
766	0.6291156714
767	0.6290557
768	0.6290479463
769	0.6290345668
770	0.6290259666
771	0.6289998326
772	0.6289332323
773	0.6289258526
774	0.6289114883
775	0.6288614303
776	0.6287869424
777	0.6287480624
778	0.6286409064
779	0.6286300046
780	0.6286180418
781	0.6285820436
782	0.6285463915
783	0.6285321911
784	0.6284769656
785	0.6284245956
786	0.6284161208
787	0.6284039743
788	0.628398351
789	0.6283858439
790	0.6283795397
791	0.6283712464
792	0.6283561418
793	0.6282738932
794	0.6282595627
795	0.6282421461
796	0.6282072168
797	0.6281616371
798	0.628103402
799	0.6280904338
800	0.6280776283
801	0.6280632277
802	0.6280539552
803	0.628027758
804	0.6279696231
805	0.6279564572
806	0.6279452206
807	0.6279349412
808	0.6278770581
809	0.6278618513
810	0.6278448181
811	0.6278357619
812	0.6278103549
813	0.6277471845
814	0.6277292767
815	0.6276854462
816	0.6276743824
817	0.6276512584
818	0.6276123377
819	0.6275992321
820	0.6275365283
821	0.6275227601
822	0.6275141602
823	0.6274273449
824	0.6274026574
825	0.6273939803
826	0.6273824121
827	0.6273714015
828	0.6273514005
829	0.627290426
830	0.6272810507
831	0.6272560665
832	0.627225079
833	0.6271826496
834	0.6271289782
835	0.6270761342
836	0.6270430939
837	0.6270301628
838	0.626984218
839	0.626971129
840	0.6269596252
841	0.6269350554
842	0.6269292141
843	0.6269238795
844	0.6269029236
845	0.626892682
846	0.6268815422
847	0.6268523264
848	0.6268041584
849	0.6267757646
850	0.6267304802
851	0.6267232245
852	0.6267153873
853	0.6266898103
854	0.6266818098
855	0.6266686251
856	0.6266583079
857	0.6266469201
858	0.6266338938
859	0.6266136786
860	0.626603388
861	0.6265918355
862	0.6265827091
863	0.6265739678
864	0.6265611688
865	0.6265317025
866	0.6264988826
867	0.6264924236
868	0.6264856335
869	0.626472801
870	0.6264445515
871	0.6264353732
872	0.6264147275
873	0.6264067314
874	0.6263989244
875	0.6263514481
876	0.6263436954
877	0.6263234358
878	0.6263137521
879	0.6263072257
880	0.6262987592
881	0.6262910089
882	0.6262754648
883	0.6262560658
884	0.6262418171
885	0.6262122619
886	0.6262005893
887	0.6261813493
888	0.6261657181
889	0.6261474453
890	0.6261355472
891	0.6261002943
892	0.6260919354
893	0.6260490749
894	0.6259954935
895	0.6259616257
896	0.6259531327
897	0.6259007116
898	0.6258930296
899	0.6258818522
900	0.6258608755
901	0.6258383187
902	0.625767304
903	0.6257603362
904	0.6257426327
905	0.6257299736
906	0.6257218426
907	0.6257119934
908	0.6256994393
909	0.6256916853
910	0.6256808305
911	0.6256574356
912	0.6256486074
913	0.6255970459
914	0.6255428908
915	0.6254962851
916	0.62548711
917	0.6254795511
918	0.6254697726
919	0.6254602719
920	0.6254480273
921	0.6254389016
922	0.6254270965
923	0.6254126336
924	0.6254052401
925	0.6253754558
926	0.6253541162
927	0.6252984367
928	0.6252853358
929	0.6252586357
930	0.6251868581
931	0.6251358214
932	0.6251247231
933	0.6250550586
934	0.6250181531
935	0.6250076684
936	0.6249857583
937	0.6249733754
938	0.6249663386
939	0.6249577061
940	0.6249430475
941	0.6249161258
942	0.6249083731
943	0.6248979894
944	0.6248867821
945	0.6248503008
946	0.6248404278
947	0.6248241095
948	0.6248007456
949	0.62478017
950	0.62475414
951	0.6247341558
952	0.624694783
953	0.6246846148
954	0.6246724354
955	0.6246400734
956	0.6246285516
957	0.6246230198
958	0.624611589
959	0.6245978582
960	0.6245894845
961	0.6245362661
962	0.6245248429
963	0.6244620658
964	0.6244541728
965	0.6244484919
966	0.6243847078
967	0.6243731129
968	0.6243608658
969	0.624338109
970	0.6243123212
971	0.6243028319
972	0.6242935723
973	0.6242866717
974	0.6242777184
975	0.6242683005
976	0.6242567457
977	0.6242451434
978	0.624233507
979	0.6242149059
980	0.624202826
981	0.6241904069
982	0.6241764246
983	0.6241686015
984	0.6241423086
985	0.6241347133
986	0.6241232256
987	0.6241172343
988	0.6241090462
989	0.6240519305
990	0.6239929683
991	0.6239808979
992	0.623969077
993	0.6239610143
994	0.6239418623
995	0.6238721371
996	0.6238411118
997	0.6238005411
998	0.6237640685
999	0.6237508686
1000	0.6237289017
1001	0.623646023
1002	0.6236166107
1003	0.6236059415
1004	0.6235947696
1005	0.623575583
1006	0.6235534312
1007	0.623544905
1008	0.6235312581
1009	0.6235226031
1010	0.6234770955
1011	0.6234655487
1012	0.6234266475
1013	0.623384429
1014	0.6233756943
1015	0.6233663265
1016	0.6233415662
1017	0.6233254622
1018	0.6233136392
1019	0.6233035895
1020	0.6232935604
1021	0.6232721224
1022	0.6232295086
1023	0.6231913144
1024	0.6231770406
1025	0.6231663837
1026	0.6231608058
1027	0.6230966939
1028	0.6230709023
1029	0.6230168243
1030	0.6229786018
1031	0.6229544379
1032	0.6229460376
1033	0.6229348305
1034	0.6228960205
1035	0.6228687659
1036	0.6228542175
1037	0.6228418845
1038	0.6228019029
1039	0.6227939394
1040	0.6227550669
1041	0.6227484399
1042	0.6227404066
1043	0.622727504
1044	0.6227179434
1045	0.6227096376
1046	0.6226710137
1047	0.6226469853
1048	0.6226359848
1049	0.6225884745
1050	0.6225726394
1051	0.622563717
1052	0.6225523933
1053	0.6225352328
1054	0.622416997
1055	0.6224095815
1056	0.6223969109
1057	0.6223656493
1058	0.6223235305
1059	0.6223086015
1060	0.6222666583
1061	0.6222590666
1062	0.6222413493
1063	0.6222358296
1064	0.6222122559
1065	0.6222013377
1066	0.62219189
1067	0.6221843572
1068	0.6221755618
1069	0.6221681042
1070	0.6221604556
1071	0.6221510681
1072	0.6221391945
1073	0.6221281461
1074	0.6221185883
1075	0.6221083054
1076	0.6220996544
1077	0.6220877925
1078	0.6220746935
1079	0.6220511125
1080	0.622041966
1081	0.6220305907
1082	0.6220186032
1083	0.6220085168
1084	0.622002728
1085	0.6219937245
1086	0.6219775667
1087	0.6219690046
1088	0.6219140164
1089	0.6218874341
1090	0.6218357102
1091	0.6218319255
1092	0.6218220128
1093	0.6218145803
1094	0.6217599811
1095	0.6217473051
1096	0.6217295219
1097	0.6216823833
1098	0.6216759064
1099	0.6216341528
1100	0.6216193976
1101	0.6216086543
1102	0.6215685677
1103	0.6215154414
1104	0.6214920515
1105	0.6214525407
1106	0.6214465025
1107	0.6214334495
1108	0.621425391
1109	0.621416841
1110	0.6213979035
1111	0.6213421416
1112	0.6213095393
1113	0.6212979581
1114	0.621285676
1115	0.6212761583
1116	0.6212699671
1117	0.6212137029
1118	0.6212021059
1119	0.6211730534
1120	0.6211634116
1121	0.6211590061
1122	0.6211281536
1123	0.6211180755
1124	0.6211087563
1125	0.6210969245
1126	0.6210741915
1127	0.6210612605
1128	0.6210510203
1129	0.6210388144
1130	0.621032755
1131	0.6210214206
1132	0.6210083412
1133	0.6209919009
1134	0.6209829235
1135	0.6209167425
1136	0.6209082059
1137	0.6208979087
1138	0.6208891622
1139	0.6208819619
1140	0.6208752072
1141	0.6208687295
1142	0.6208598393
1143	0.6208485266
1144	0.6208260636
1145	0.6208158479
1146	0.6208089099
1147	0.6207979564
1148	0.6207491424
1149	0.6207026004
1150	0.6206949959
1151	0.6206454597
1152	0.6206345273
1153	0.6206284143
1154	0.6206221967
1155	0.6206149963
1156	0.6205637435
1157	0.6205588236
1158	0.6205473673
1159	0.6205411193
1160	0.620526625
1161	0.6205165441
1162	0.6205046902
1163	0.6204929727
1164	0.6204368182
1165	0.6204306705
1166	0.6204248219
1167	0.6204101478
1168	0.6204031597
1169	0.6203930544
1170	0.6203719744
1171	0.6203263066
1172	0.6202932319
1173	0.6202745589
1174	0.6202628087
1175	0.6202540219
1176	0.6202466404
1177	0.6202392636
1178	0.6202329153
1179	0.6202238775
1180	0.6202107656
1181	0.620183662
1182	0.6201520733
1183	0.620143823
1184	0.6201327053
1185	0.6201072625
1186	0.6200578238
1187	0.6200477816
1188	0.6200270169
1189	0.6200014392
1190	0.6199895217
1191	0.6199478704
1192	0.6199110292
1193	0.6199043431
1194	0.6198784878
1195	0.6198708753
1196	0.6198601499
1197	0.6198303264
1198	0.6198174474
1199	0.6198079931
1200	0.6197569505
1201	0.6197494907
1202	0.6197345313
1203	0.6197206954
1204	0.619661826
1205	0.6196495757
1206	0.6196255188
1207	0.6196169772
1208	0.6195937714
1209	0.6195511136
1210	0.6195060327
1211	0.6194977566
1212	0.6194886099
1213	0.6194833731
1214	0.6194702202
1215	0.6194542782
1216	0.619445452
1217	0.6194368993
1218	0.6194276655
1219	0.6193947931
1220	0.6193838761
1221	0.6193753449
1222	0.6193359338
1223	0.6193284179
1224	0.6193163538
1225	0.6193062231
1226	0.6192207489
1227	0.6192150884
1228	0.6192091666
1229	0.6191490709
1230	0.6191436994
1231	0.6191332802
1232	0.6191059263
1233	0.6190967915
1234	0.6190848491
1235	0.6190753277
1236	0.6190645676
1237	0.6190560377
1238	0.6190495904
1239	0.6190443234
1240	0.6189957304
1241	0.6189810548
1242	0.6189705875
1243	0.6189372808
1244	0.6189201067
1245	0.6188664438
1246	0.6188546173
1247	0.6188446414
1248	0.6187899592
1249	0.6187805168
1250	0.618760685
1251	0.6187496852
1252	0.6187437273
1253	0.6187348339
1254	0.6187242946
1255	0.6187151977
1256	0.6187085783
1257	0.6186944456
1258	0.6186435105
1259	0.6186336822
1260	0.6186274362
1261	0.6186066799
1262	0.6185674739
1263	0.618556584
1264	0.6185482888
1265	0.6185387051
1266	0.6185290407
1267	0.6185168553
1268	0.6185107785
1269	0.6184906499
1270	0.618437048
1271	0.6184317773
1272	0.6184224774
1273	0.6183750466
1274	0.6183701248
1275	0.6183644755
1276	0.6183568848
1277	0.6183481138
1278	0.6183407105
1279	0.6183232631
1280	0.6182743562
1281	0.6182655905
1282	0.6182578086
1283	0.618250585
1284	0.6182440379
1285	0.6182366923
1286	0.6182278548
1287	0.618220274
1288	0.6181993203
1289	0.6181452291
1290	0.6181035074
1291	0.6180945716
1292	0.6180854498
1293	0.6180718285
1294	0.6180480383
1295	0.6180439158
1296	0.61803397
1297	0.6180161628
1298	0.6180065892
1299	0.6179989682
1300	0.6179915902
1301	0.6179543401
1302	0.6179485199
1303	0.6179394527
1304	0.6178787364
1305	0.6178701897
1306	0.617860342
1307	0.6178203382
1308	0.6178129217
1309	0.6177896424
1310	0.6177799785
1311	0.617771958
1312	0.6177613922
1313	0.6177427989
1314	0.6177345132
1315	0.617723269
1316	0.6177132707
1317	0.6176999442
1318	0.6176525354
1319	0.6176452754
1320	0.6176083533
1321	0.6175980569
1322	0.6175702105
1323	0.6175411123
1324	0.617532685
1325	0.6175225247
1326	0.6174897076
1327	0.6174544527
1328	0.617445238
1329	0.6173834475
1330	0.6173757287
1331	0.6173599214
1332	0.6173551642
1333	0.6173454202
1334	0.6173349188
1335	0.6173261798
1336	0.6173223892
1337	0.617313681
1338	0.6173033841
1339	0.6172801796
1340	0.6172728931
1341	0.6172206455
1342	0.6172123381
1343	0.6172022878
1344	0.6171953802
1345	0.6171843448
1346	0.617155813
1347	0.6171457269
1348	0.6171415121
1349	0.6171348806
1350	0.6171166358
1351	0.6171071925
1352	0.6170854864
1353	0.6170789995
1354	0.6170743662
1355	0.6170656934
1356	0.6170156777
1357	0.6170088604
1358	0.6169989215
1359	0.6169498717
1360	0.6169368001
1361	0.616926205
1362	0.616917363
1363	0.6169066691
1364	0.6168835933
1365	0.6168751231
1366	0.6168655752
1367	0.6168543789
1368	0.6168474467
1369	0.6168351669
1370	0.6168257954
1371	0.6167778992
1372	0.6167705364
1373	0.6167647296
1374	0.6167145708
1375	0.6167039224
1376	0.6166975643
1377	0.6166888908
1378	0.6166814199
1379	0.616657227
1380	0.6166515832
1381	0.6166438976
1382	0.6166370955
1383	0.6166305312
1384	0.6166249539
1385	0.6166145281
1386	0.6166004469
1387	0.6165624603
1388	0.6165539064
1389	0.6165390061
1390	0.6165311307
1391	0.6165209051
1392	0.6165108918
1393	0.6165017865
1394	0.6164937662
1395	0.6163602727
1396	0.6163548818
1397	0.6163470344
1398	0.6163364707
1399	0.6163258043
1400	0.6163197346
1401	0.6163073507
1402	0.6162971181
1403	0.6162924887
1404	0.6162871982
1405	0.6162774151
1406	0.6162652466
1407	0.6162595862
1408	0.6162474529
1409	0.616237658
1410	0.6162313818
1411	0.6161793002
1412	0.6161425903
1413	0.6161314501
1414	0.6161048456
1415	0.6160798504
1416	0.6160727924
1417	0.6160678014
1418	0.6160607098
1419	0.6160509821
1420	0.6160411987
1421	0.6160203391
1422	0.6160133849
1423	0.6159995687
1424	0.6159897972
1425	0.6159559868
1426	0.6159153858
1427	0.6158811396
1428	0.6158720346
1429	0.6158619477
1430	0.615858408
1431	0.6158518652
1432	0.6158189036
1433	0.6158104999
1434	0.6158045087
1435	0.615798697
1436	0.6157748756
1437	0.6157700711
1438	0.6157619186
1439	0.615673668
1440	0.6156651643
1441	0.6156578841
1442	0.6156404025
1443	0.6156290009
1444	0.6156205438
1445	0.6155998456
1446	0.6155909985
1447	0.6155710106
1448	0.6155613969
1449	0.6155281515
1450	0.6155190593
1451	0.6155135935
1452	0.6155032344
1453	0.6154879293
1454	0.6154785111
1455	0.6154714662
1456	0.6154656264
1457	0.6154530232
1458	0.6154468388
1459	0.6154392562
1460	0.6154298477
1461	0.6154034527
1462	0.6153460145
1463	0.6153291929
1464	0.6153242243
1465	0.6153113656
1466	0.6152983799
1467	0.6152910349
1468	0.6152780539
1469	0.6152695628
1470	0.6152619512
1471	0.6152145923
1472	0.6152035784
1473	0.6151977822
1474	0.6151922876
1475	0.6151849434
1476	0.6151599939
1477	0.6151554158
1478	0.6151426094
1479	0.6151169698
1480	0.6151134229
1481	0.6151064923
1482	0.6151006551
1483	0.6150939386
1484	0.6150840093
1485	0.6150732613
1486	0.6150624689
1487	0.615058439
1488	0.615055599
1489	0.6150439547
1490	0.6150155966
1491	0.615000255
1492	0.6149924539
1493	0.6149818938
1494	0.6149759659
1495	0.6148254146
1496	0.6148092413
1497	0.6147830349
1498	0.6147759505
1499	0.6147576684
1500	0.6147311724
1501	0.6147253294
1502	0.6147150671
1503	0.6147047494
1504	0.6147002774
1505	0.6146933498
1506	0.6146877669
1507	0.6146796735
1508	0.6146694784
1509	0.6146374398
1510	0.6146297808
1511	0.6146082277
